;
;
COLECISTECTOMIA COM OU SEM COLANGIOGRAFIA POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLECISTOJEJUNOSTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLECISTOJEJUNOSTOMIA POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLECISTOSTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLECISTOSTOMIA POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLÉDOCO OU HEPÁTICO-JEJUNOSTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLÉDOCO OU HEPÁTICO-JEJUNOSTOMIA POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLÉDOCO OU HEPATICOPLASTIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLÉDOCO-DUSeg. OdontológicaENOSTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLÉDOCO-DUSeg. OdontológicaENOSTOMIA POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLEDOCOTOMIA OU COLEDOCOSTOMIA COM OU SEM COLECISTECTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLEDOCOTOMIA OU COLEDOCOSTOMIA COM OU SEM COLECISTECTOMIA POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
COLEDOSCOPIA INTRA-OPERATÓRIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DERIVAÇÃO PORTO SISTÊMICA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DESCONEXÃO ÁZIGOS - PORTAL COM OU SEM ESPLENECTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DESCONEXÃO ÁZIGOS - PORTAL COM OU SEM ESPLENECTOMIA POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DESVASCULARIZAÇÃO HEPÁTICA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DRENAGEM BILIAR TRANS-HEPÁTICA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ENUCLEAÇÃO DE METÁSTASES HEPÁTICAS;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ENUCLEAÇÃO DE METÁSTASES HEPÁTICAS POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ESCLEROSE PERCUTÂNEA DIRIGIDA OU NÃO DE TUMOR HEPÁTICO (ALCOOLIZAÇÃO);;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
HEPATORRAFIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
HEPATORRAFIA COMPLEXA C/LESÃO DE ESTRUTURAS VASCULARES BILIARES;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
LOBECTOMIA HEPÁTICA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PAPILOTOMIA TRANSDUSeg. OdontológicaENAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PUNÇÃO HEPÁTICA PARA DRENAGEM DE ABSCESSOS;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PUNÇÃO HEPÁTICA PARA DRENAGEM DE ABSCESSOS POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CISTO DE COLÉDOCO - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ABLAÇÃO POR RADIOFREQUÊNCIA/CRIOABLAÇÃO PERCUTÂNEA DO CÂNCER PRIMÁRIO HEPÁTICO GUIADA POR ULTRASSONOGRAFIA E/OU TOMOGRAFIA COMPUTADORIZADA (COM DIRETRIZ DE UTILIZAÇÃO);;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;1;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ABLAÇÃO POR RADIOFREQUÊNCIA/CRIOABLAÇÃO DO CÂNCER PRIMÁRIO HEPÁTICO POR LAPAROTOMIA (COM DIRETRIZ DE UTILIZAÇÃO);;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;1;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ABLAÇÃO POR RADIOFREQUÊNCIA/CRIOABLAÇÃO DO CÂNCER PRIMÁRIO HEPÁTICO POR VIDEOLAPAROSCOPIA (COM DIRETRIZ DE UTILIZAÇÃO);;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;1;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
ABLAÇÃO PERCUTÂNEA POR RADIOFREQUÊNCIA OU MICROONDAS DE METÁSTASES HEPÁTICAS DE CÂNCER COLORRETAL GUIADA POR ULTRASSONOGRAFIA E/OU TOMOGRAFIA COMPUTADORIZADA (COM DIRETRIZ DE UTILIZAÇÃO);604/2023 610/2024;07/05/2024 01/08/2024;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;164;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ABLAÇÃO PERCUTÂNEA POR RADIOFREQUÊNCIA OU MICROONDAS DE METÁSTASES HEPÁTICAS DE CÂNCER COLORRETAL POR LAPAROTOMIA (COM DIRETRIZ DE UTILIZAÇÃO);604/2023 610/2024;07/05/2024 01/08/2024;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;164;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ABLAÇÃO PERCUTÂNEA POR RADIOFREQUÊNCIA OU MICROONDAS DE METÁSTASES HEPÁTICAS DE CÂNCER COLORRETAL POR VIDEOLAPAROSCOPIA (COM DIRETRIZ DE UTILIZAÇÃO);604/2023 610/2024;07/05/2024 01/08/2024;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;164;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RESSECÇÃO DE CISTO HEPÁTICO COM OU SEM HEPATECTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RESSECÇÃO DE CISTO HEPÁTICO COM OU SEM HEPATECTOMIA POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RESSECÇÃO DE TUMOR DE VESÍCULA OU DA VIA BILIAR COM OU SEM HEPATECTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
SEGMENTECTOMIA HEPÁTICA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
SEQUESTRECTOMIA HEPÁTICA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TRATAMENTO CIRÚRGICO DE ESTENOSE CICATRICIAL DAS VIAS BILIARES;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TRISSEGMENTECTOMIAS;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
BIÓPSIA DE PÂNCREAS;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
BIÓPSIA DE PÂNCREAS POR PUNÇÃO DIRIGIDA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ENUCLEAÇÃO DE TUMORES PANCREÁTICOS;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ENUCLEAÇÃO DE TUMORES PANCREÁTICOS POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PANCREATECTOMIA PARCIAL OU TOTAL / SEQUESTRECTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PANCREATECTOMIA CORPO CAUDAL COM PRESERVAÇÃO DO BAÇO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PANCREATO-DUSeg. OdontológicaENECTOMIA COM LINFADENECTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PANCREATO-ENTEROSTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PANCREATORRAFIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
PSEUDOCISTO PÂNCREAS - DRENAGEM;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PSEUDOCISTO PÂNCREAS - DRENAGEM POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
BIÓPSIA ESPLÊNICA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;BAÇO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ESPLENECTOMIA TOTAL OU PARCIAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;BAÇO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ESPLENECTOMIA POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;BAÇO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ESPLENORRAFIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;BAÇO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DIÁLISE PERITONEAL;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;PERITÔNIO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DIÁLISE PERITONEAL Seg. AmbulatoriaULATORIAL CONTÍNUA (CAPD);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;PERITÔNIO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DIÁLISE PERITONEAL Seg. AmbulatoriaULATORIAL CONTÍNUA (CAPD) - TREINAMENTO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;PERITÔNIO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DIÁLISE PERITONEAL AUTOMÁTICA (DPA);600/2024;01/04/2024;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;PERITÔNIO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
EPIPLOPLASTIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PERITÔNIO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
IMPLANTE OU RETIRADA DE CATETER PERITONEAL (TENCKHOFF OU OUTROS);;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;PERITÔNIO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
OMENTECTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PERITÔNIO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
OMENTECTOMIA LAPAROSCÓPICA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PERITÔNIO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
BIÓPSIA DE PAREDE ABDOMINAL;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CISTO SACRO-COCCÍGEO - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DIÁSTASE DOS RETOS-ABDOMINAIS - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
HÉRNIA - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
HERNIORRAFIA COM OU SEM RESSECÇÃO INTESTINAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
HERNIORRAFIA COM OU SEM RESSECÇÃO INTESTINAL POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
HERNIORRAFIA CRURAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
HERNIORRAFIA CRURAL POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
HERNIORRAFIA EPIGÁSTRICA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
HERNIORRAFIA INCISIONAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
HERNIORRAFIA INGUINAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
HERNIORRAFIA INGUINAL POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
HERNIORRAFIA INGUINAL NO RN OU LACTENTE;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
HERNIORRAFIA LOMBAR;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
HERNIORRAFIA RECIDIVANTE;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
HERNIORRAFIA RECIDIVANTE POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
HERNIORRAFIA UMBILICAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
